apt,street,city,state,zipcode,min price,amenities,recent viewed,contact number,url
W 4th Street, W 4th Street, San Pedro, CA,90731, Call, Dogs Allowed; Room number of roommates: 3,338, 310-707-5467, https://hotpads.com/890-w-4th-st-san-pedro-ca-90731-1n9knp1/pad
1877 Lucile Avenue, 1877 Lucile Avenue, Los Angeles, CA,90039, Call, Air Conditioning; Attached Garage; Carport; Flooring: Tile; Garage; Laundry: Shared; Master bath; Parking Spaces: 1; Patio Balcony; Street Parking; Water included in rent; Year Built: 1934; Range/Oven; Vaulted Ceiling,77, 323-284-8022, https://hotpads.com/1877-lucile-ave-los-angeles-ca-90039-1m2p5mk/pad
6924 Tampa Avenue, 6924 Tampa Avenue, Reseda, CA,91335, Call, Air Conditioning; Dryer; Flooring: Hardwood; Garage; Large Dogs Allowed; Laundry: In Unit; Off Street Parking; Washer,8, 818-398-9393, https://hotpads.com/6924-tampa-ave-reseda-ca-91335-1m3mh92/pad
858 N Sycamore, 858 N Sycamore, Los Angeles, CA,90038, Call, Architecture Style: Modern; Attached Garage; Covered Parking Spaces: 2; Dryer; Flooring: Hardwood; Flooring: Tile; Freezer; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18322144; Microwave Oven; Patio Balcony; Refrigerator; Washer; Year Built: 2017,6, 424-230-7928, https://hotpads.com/858-n-sycamore-ave-los-angeles-ca-90038-1n1xg2r/pad
3024 S Denison Avenue, 3024 S Denison Avenue, Los Angeles, CA,90731, Call, Dogs Allowed; Large Dogs Allowed; Small Dogs Allowed,28, 424-325-4777, https://hotpads.com/3024-s-denison-ave-san-pedro-ca-90731-1n24b36/pad
415 S Harvard Boulevard, 415 S Harvard Boulevard, Los Angeles, CA,90020,1390, ,67, hotpads, https://hotpads.com/415-s-harvard-blvd-los-angeles-ca-90020-tturw3/pad
6600 W Olympic Boulevard, 6600 W Olympic Boulevard, Los Angeles, CA,90048, Call, Attached Garage; Cats Allowed; Detached Garage; Dryer; Fireplace; Flooring: Hardwood; Flooring: Tile; Garage; Garbage included in rent; Heating system: Heat: forced air; Laundry: In Unit; Microwave Oven; Parking Spaces: 1; Patio Balcony; Small Dogs Allowed; Storage Space; Vintage; Washer; Water included in rent; Year Built: 1935; Double Pane Windows; Range/Oven; Vaulted Ceiling,42, 323-606-3840, https://hotpads.com/6600-w-olympic-blvd-los-angeles-ca-90048-1n1z01m/pad
2346 W 18th Street, 2346 W 18th Street, Los Angeles, CA,90019, Call, ,45, 323-913-2905, https://hotpads.com/2346-w-18th-st-los-angeles-ca-90019-sm8trt/pad
4071 McLaughlin, 4071 Mclaughlin Avenue, Los Angeles, CA,90066,2300, Administrative Fee: 25; Air Conditioning; Building Deposit Fee Minimum: 150; Ceiling Fan; Dishwasher; Flooring: Carpet; Flooring: Laminate; Freezer; Garbage Disposal; Garbage included in rent; Heating: Gas; Hot water included in rent; Laundry: Shared; Microwave Oven; One Year Lease; Oven; Patio Balcony; Range; Refrigerator; Security: Gated Entry; Security: Intercom; Sewage included in rent; Tandem (2 spaces) parking; Underground Garage; Water included in rent,92, hotpads, https://hotpads.com/4071-mclaughlin-los-angeles-ca-90066-1m2snd3/pad
5215 Buffalo Avenue, 5215 Buffalo Avenue, Sherman Oaks, CA,91401, Call, Attached Garage; Cable TV Ready; Condo Floor Number: 1; Covered Parking Spaces: 1; Fireplace; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Garden; Heating system: Central Furnace; Heating: Gas; Lawn; MLS Listing ID: SR17278505; Patio Balcony; Roof Type: Composition; School District: Los Angeles Unified; Sprinkler System; Swimming Pool; View Type: Neighborhood; View Type: Territorial View; Year Built: 1950; Double Pane Windows; Porch; Range/Oven,25, 818-379-7786, https://hotpads.com/5215-buffalo-ave-van-nuys-ca-91401-u69a4g/pad
3722 Wall Street, 3722 Wall Street, Los Angeles, CA,90011, Call, Architecture Style: Modern; Carport; Covered Parking Spaces: 3; Dryer; Flooring: Laminate; Flooring: Other; Flooring: Tile; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18323778; Refrigerator; Washer; Year Built: 2004,32, 213-500-0317, https://hotpads.com/3722-wall-st-los-angeles-ca-90011-1m2ja48/pad
2830 Mcconnell Drive, 2830 Mcconnell Drive, Los Angeles, CA,90064, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Garage; In-law suite / maid / nanny quarters with private entrance; Laundry: In Unit; No Utilities included in rent; Patio Balcony; Small Dogs Allowed; Washer,12, 818-445-7510, https://hotpads.com/2830-mcconnell-dr-los-angeles-ca-90064-1m2rx09/pad
9220 Kinglet Drive, 9220 Kinglet Drive, Los Angeles, CA,90069, Call, Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18324260; Microwave Oven; Patio Balcony; Refrigerator; View Type: City View; View Type: Territorial View; Washer; Year Built: 1964,8, 323-363-4712, https://hotpads.com/9220-kinglet-dr-west-hollywood-ca-90069-tmh2tr/pad
R3 Lofts, 4091 Redwood Avenue, Los Angeles, CA,90066,2795, Air Conditioning; Barbecue; Bicycle Storage; Cable TV Ready; Cats Allowed; Complimentary Yoga; Deck; Dogs Allowed; Dryer; Elevator; Fitness Center; Garage; Heating: Electric; High-speed Internet Ready; Laundry: In Unit; Lounge; Microwave Oven; On-Site Maintenance; On-Site Management; Online Rent Payment; Oven; Patio Balcony; Range; Refrigerator; Rooftop Deck; Security: Controlled Access; Security: Gated Entry; Security: Intercom; Security: Night Patrol; Small Dogs Allowed; Swimming Pool; View Type: City; View Type: Mountain; View Type: Water; Washer; G/D,45, 1-424-610-8464, https://hotpads.com/r3-lofts-los-angeles-ca-90066-1m2snfp/pad
5119 Otsego Court, 5119 Otsego Court, Encino, CA,91436, Call, Architecture Style: Modern; Covered Parking Spaces: 1; Dryer; Flooring: Stone; Furnished; Garbage Disposal; Laundry: In Unit; MLS Listing ID: SR18028609; Microwave Oven; Refrigerator; School District: Los Angeles Unified; View Type: None; Washer; Year Built: 2017,47, 310-962-4305, https://hotpads.com/5119-otsego-ct-encino-ca-91436-1tyhme2/pad
N Kilkea Drive, N Kilkea Drive, West Hollywood, CA,90048, Call, Barbecue; Cable TV Ready; Dryer; Fireplace; Flooring: Hardwood; Freezer; Furnished; Garbage Disposal; Heating system: Heat: forced air; High-speed Internet Ready; Hot Tub; Laundry: In Unit; Master bath; Microwave Oven; Patio Balcony; Refrigerator; Swimming Pool; Washer; Yard; Year Built: 1928; Granite countertop; Range/Oven; Stainless steel appliances,30, 310-928-0938, https://hotpads.com/361-n-kilkea-dr-los-angeles-ca-90048-1n1yyft/pad
3018 Verdugo Road, 3018 Verdugo Road, Los Angeles, CA,90065, Call, 1 parking spot; Electricity not included in rent; Flooring: Carpet; Gas not included in rent; Living room; No pets; No section 8; No smoking; One Year Lease; Stove / oven; Water included in rent,105, 818-273-6890, https://hotpads.com/3018-verdugo-rd-los-angeles-ca-90065-1m2s164/pad
138 1/2 N Carondelet Street, 138 1/2 N Carondelet Street, Los Angeles, CA,90026, Call, Condo Floor Number: 2; Covered Parking Spaces: 2; Flooring: Laminate; Heating system: Central Furnace; MLS Listing ID: CV18017380; School District: Los Angeles Unified; View Type: Neighborhood; Year Built: 2017,8, 909-626-8989, https://hotpads.com/138-12-n-carondelet-st-los-angeles-ca-90026-1txug0y/pad
7000 Vassar Avenue, 7000 Vassar Avenue, Canoga Park, CA,91303,1850, ,34, hotpads, https://hotpads.com/7000-vassar-ave-canoga-park-ca-91303-skrx59/pad
17841 Palora Street, 17841 Palora Street, Encino, CA,91316, Call, Architecture Style: Cape Cod; Attached Garage; Cable TV Ready; Ceiling Fan; Covered Parking Spaces: 4; Fireplace; Flooring: Hardwood; Furnished; Heating system: Central; MLS Listing ID: 17287414; Microwave Oven; Patio Balcony; Refrigerator; Swimming Pool; Washer; Year Built: 2016,9, 323-397-0800, https://hotpads.com/17841-palora-st-encino-ca-91316-tza30t/pad
5125 Gaviota Avenue, 5125 Gaviota Avenue, Encino, CA,91436, Call, Condo Floor Number: 1; Covered Parking Spaces: 2; Dryer; Elementary School: Hesby Oaks; Fireplace; Heating system: Central Furnace; Laundry: In Unit; MLS Listing ID: SR18011528; School District: Los Angeles Unified; Swimming Pool; Washer; Year Built: 1951,11, 818-674-3374, https://hotpads.com/5125-gaviota-ave-encino-ca-91436-1m3vkq5/pad
22100 Burbank #329C, 22100 Burbank #329C, Woodland Hills, CA,91367, Call, Covered Parking Spaces: 2; Elevator; Fireplace; Flooring: Hardwood; Flooring: Tile; Furnished; Garbage Disposal; Heating system: Central; MLS Listing ID: 18312778; Microwave Oven; Refrigerator; Security: Controlled Access; Swimming Pool; Washer; Year Built: 1979,32, 310-770-9060, https://hotpads.com/329c/pad
844 S Mansfield Avenue, 844 S Mansfield Avenue, Los Angeles, CA,90036,2595, ,41, 877-477-7652, https://hotpads.com/2-bed-15-bath-2595-los-angeles-ca-90036-sumg4x/pad
3356 Glenhurst Avenue, 3356 Glenhurst Avenue, Los Angeles, CA,90039, Call, Architecture Style: Traditional; MLS Listing ID: 18-319338; Year Built: 1956,70, 213-220-6650, https://hotpads.com/3356-glenhurst-ave-los-angeles-ca-90039-1m2pcqw/pad
18101 Hatteras Street, 18101 Hatteras Street, Los Angeles, CA,91356, Call, Air Conditioning; Dryer; Flooring: Hardwood; Garage; Laundry: In Unit; Off Street Parking; Patio Balcony; Washer,25, 310-869-8289, https://hotpads.com/18101-hatteras-st-tarzana-ca-91356-1tygupj/pad
9943 Oso Avenue, 9943 Oso Avenue, Chatsworth, CA,91311, Call, ,45, 855-721-7368, https://hotpads.com/9943-oso-ave-chatsworth-ca-91311-u2y6yh/pad
2615 Commodore Street, 2615 Commodore Street, Los Angeles, CA,90032, Call, Air Conditioning; Attached Garage; Cable TV Ready; Carport; Dryer; Fenced Yard; Flooring: Hardwood; Flooring: Tile; Furnished; Garage; Garbage Disposal; Heating system: Heat: forced air; Laundry: In Unit; Lawn; Master bath; Off Street Parking; Patio Balcony; Refrigerator; Storage Space; Street Parking; Washer; Yard; Year Built: 2007; Granite countertop; Range/Oven; Vaulted Ceiling; Wired,40, 214-732-5614, https://hotpads.com/2615-commodore-st-los-angeles-ca-90032-sm3etr/pad
12428 Matteson Avenue, 12428 Matteson Avenue, Los Angeles, CA,90066, Call, Architecture Style: Contemporary; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Laminate; Flooring: Tile; Heating system: Floor Furnace; Laundry: In Unit; MLS Listing ID: 18320652; No Air Conditioning; Refrigerator; Washer; Year Built: 1947,74, 310-779-4355, https://hotpads.com/12428-matteson-ave-los-angeles-ca-90066-1m2scuz/pad
5047 Bakman Avenue, 5047 Bakman Avenue, North Hollywood, CA,91601,2120, Air Conditioning; Cats Allowed; Deck; Dogs Allowed; Elevator; Garbage Disposal; Large Dogs Allowed; Laundry: Shared; Microwave Oven; Oven; Parking -; Range; Small Dogs Allowed; Unfurnished -; Washer,84, 844-339-3317, https://hotpads.com/the-banyans-apartments-north-hollywood-ca-91601-st37u9/pad
Rancho Los Feliz, 3205 Los Feliz Boulevard, Los Angeles, CA,90039,1496, Air Conditioning; Assigned Reserved Covered Parking; Balcony/Patio (in select apartment homes); Barbecue; Business Center; Cats Allowed; Ceiling Fan; Club House; Conveniently located to the 2 5 and 134 freeways; Courtyards Meandering Streams & Waterfalls; Detached Garage; Dogs Allowed; Fitness Center; Flooring: Concrete; GE Microwaves; Garage; Garbage Disposal; Granite Countertops; High-speed Internet Ready; Large Dogs Allowed; Laundry: Shared; Mirrored Wardrobe; Multiple Closets; On-Site Management; Online Resident Referral Program; Range; Sauna; Security: Gated Entry; Security: Night Patrol; Short Term Lease; Small Dogs Allowed; Sundeck; Swimming Pool; Transportation; Vaulted Ceilings (in select apartment homes),141, 1-323-451-7449, https://hotpads.com/rancho-los-feliz-los-angeles-ca-90039-skh9xd/pad
1546 N Fairfax Avenue, 1546 N Fairfax Avenue, Los Angeles, CA,90046, Call, Architecture Style: Tudor; Covered Parking Spaces: 6; Dryer; Fireplace; Flooring: Hardwood; Furnished; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18312662; Refrigerator; Washer; Year Built: 1925,6, 310-486-7085, https://hotpads.com/1546-n-fairfax-ave-los-angeles-ca-90046-1n1yej2/pad
1250 W 51st Street, 1250 W 51st Street, Los Angeles, CA,90037, Call, Cats Allowed; Dogs Allowed; Garage; No Utilities included in rent; Small Dogs Allowed,40, 323-599-7065, https://hotpads.com/1250-w-51st-st-los-angeles-ca-90037-1n1x784/pad
3821 Stockbridge Avenue, 3821 Stockbridge Avenue, El Sereno, CA,90032, Call, Covered Parking Spaces: 2; Fireplace; MLS Listing ID: MB18028001; School District: Los Angeles Unified; View Type: Neighborhood; View Type: Peek-A-Boo; Year Built: 1957; Range/Oven,23, 562-334-1500, https://hotpads.com/3821-stockbridge-ave-los-angeles-ca-90032-1m2narh/pad
18606 Collins Street, 18606 Collins Street, Tarzana, CA,91356,1500, Air Conditioning; Ceiling Fan; Dishwasher; Flooring: Carpet; Flooring: Marble; Flooring: Tile; Garbage Disposal; Hot water included in rent; Laundry: Shared; Off Street Parking; On-Site Management; One Year Lease; Oven; Range; Security: Gated Entry; Water included in rent,26, 818-996-5626, https://hotpads.com/18606-collins-st-tarzana-ca-91356-t80926/pad
Legado Encino, 16710 Ventura Boulevard, Encino, CA,91436,2695, Air Conditioning; BBQ/Picnic Area; Bicycle Storage; Cable TV Ready; Cats Allowed; Dishwasher; Dog Run; Dogs Allowed; Double Pane Windows; Dryer; Elevator; Extra Storage; Fire Pit; Fitness Center; Flooring: Laminate; Flooring: Tile; Free Weights; Garbage Disposal; Granite Counter Tops; Guest Parking; Hot Tub; Large Walk-In Closet*; Laundry: In Unit; Laundry: Shared; Microwave Oven; Off Street Parking; On-Site Management; Outdoor Kitchen with Gas Grills; Package Service; Patio Balcony; Pre-Wired Hi-Speed Internet; Range; Recycling; Refrigerator; Security: Gated Entry; Security: Night Patrol; Small Dogs Allowed; Stainless Steel Appliances; Swimming Pool; Washer,47, 1-747-221-7232, https://hotpads.com/legado-encino-encino-ca-91436-skfs53/pad
Oakfield Drive, Oakfield Drive, Sherman Oaks, CA,91423, Call, ,114, hotpads, https://hotpads.com/4000-oakfield-dr-sherman-oaks-ca-91423-1m3vacx/pad
1120 W Edgeware Road, 1120 W Edgeware Road, Los Angeles City, CA,90026, Call, Architecture Style: Bungalow; Dryer; Flooring: Hardwood; Laundry: In Unit; MLS Listing ID: 18322324; Refrigerator; View Type: City View; Washer; Year Built: 1925; Range/Oven,26, 323-696-1647, https://hotpads.com/1120-w-edgeware-rd-los-angeles-ca-90026-1n1w5ke/pad
441 S Barrington Avenue, 441 S Barrington Avenue, Brentwood, CA,90049,4950, ,18, hotpads, https://hotpads.com/441-s-barrington-ave-los-angeles-ca-90049-ttuk8y/pad
615 Hampton Drive, 615 Hampton Drive, Venice, CA,90291,5000, ,32, hotpads, https://hotpads.com/615-hampton-dr-venice-ca-90291-skm778/pad
245 S Thurston Avenue, 245 S Thurston Avenue, Los Angeles, CA,90049, Call, Electricity included in rent; Gas included in rent; MLS Listing ID: 18-305126; Water included in rent; Year Built: 1954,72, 310-467-5906, https://hotpads.com/245-s-thurston-ave-los-angeles-ca-90049-1n1z2xq/pad
1152 Beverwil Drive, 1152 Beverwil Drive, Los Angeles, CA,90035, Call, Air Conditioning; Cable TV Ready; Cats Allowed; Ceiling Fan; Detached Garage; Fenced Yard; Fireplace; Flooring: Hardwood; Garage; Garbage Disposal; Lawn; Master bath; Microwave Oven; Patio Balcony; Refrigerator; Small Dogs Allowed; Storage Space; Vintage; Washer; Yard; Granite countertop; Range/Oven,11, 786-319-8481, https://hotpads.com/1152-beverwil-dr-los-angeles-ca-90035-1m2nw68/pad
5770 Rolling Road, 5770 Rolling Road, Woodland Hills, CA,91367, Call, Attached Garage; Condo Floor Number: 3; Covered Parking Spaces: 3; Deck; Fireplace; Flooring: Tile; Heating system: Central Furnace; MLS Listing ID: SR18012413; Patio Balcony; Roof Type: Tile; School District: Los Angeles Unified; Swimming Pool; View Type: City View; View Type: Neighborhood; View Type: Panoramic; View Type: Territorial View; Year Built: 2003; Porch,6, 818-282-5886, https://hotpads.com/5770-rolling-rd-woodland-hills-ca-91367-skuer6/pad
Maltby Place, Maltby Place, Harbor City, CA,90710, Call, Dryer; Furnished; Garage; Laundry: In Unit; Off Street Parking; Patio Balcony; Washer,24, 310-491-8984, https://hotpads.com/23315-maltby-pl-harbor-city-ca-90710-1m37pgv/pad
529 N Benton Way, 529 N Benton Way, Los Angeles City, CA,90026, Call, Dryer; Garbage Disposal; Laundry: In Unit; MLS Listing ID: 18321744; Microwave Oven; Security: Gated Entry; Washer; Year Built: 2016; Range/Oven,52, 310-432-6400, https://hotpads.com/529-n-benton-way-los-angeles-ca-90026-u1mnw4/pad
3319 Charleston Way, 3319 Charleston Way, Los Angeles, CA,90068, Call, Architecture Style: Contemporary; Covered Parking Spaces: 4; Fireplace; Flooring: Hardwood; Freezer; Heating system: Central; MLS Listing ID: 18321920; Refrigerator; View Type: City View; Washer; Year Built: 1969,24, 213-910-5937, https://hotpads.com/3319-charleston-way-los-angeles-ca-90068-1m2sw39/pad
6324 Colbath Avenue, 6324 Colbath Avenue, Van Nuys, CA,91401, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Laundry: In Unit; No Utilities included in rent; Off Street Parking; Washer,32, 323-527-3122, https://hotpads.com/6324-colbath-ave-van-nuys-ca-91401-1sardby/pad
24301 Aetna Street, 24301 Aetna Street, Agoura Hills, CA,91367, Call, Architecture Style: Contemporary; Attached Garage; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Hardwood; Garbage Disposal; Heating system: Forced Air; Laundry: In Unit; MLS Listing ID: 18317562; Microwave Oven; Refrigerator; Swimming Pool; Trash Compactor; Washer; Year Built: 1964; Range/Oven,11, 310-266-6264, https://hotpads.com/24301-aetna-st-woodland-hills-ca-91367-ss5t3b/pad
4228 Murietta Avenue, 4228 Murietta Avenue, Sherman Oaks, CA,91423, Call, MLS Listing ID: SR18057665; Year Built: 1941,44, 818-974-9421, https://hotpads.com/4228-murietta-ave-sherman-oaks-ca-91423-1m3vb41/pad
Hollywood Backlot Homes, 8250 Lankershim Boulevard, North Hollywood, CA,91605,2195, Cats Allowed; Ceiling Fan; Club House; Disabled Access; Dishwasher; Flooring: Hardwood; Freezer; Game Room; Hot Tub; Large Dogs Allowed; Laundry: Shared; On-Site Management; Online Maintenance Portal; Oven; Parking Lot; Patio Balcony; Range; Refrigerator; Security: Controlled Access; Security: Gated Entry; Small Dogs Allowed; Stories: 2; Swimming Pool; Washer/Dryer Hookups,99, 1-818-330-6470, https://hotpads.com/hollywood-backlot-homes-north-hollywood-ca-91605-ttw61a/pad
1565 E 43rd Street, 1565 E 43rd Street, Los Angeles, CA,90011, Call, Flooring: Hardwood; Furnished; Landscaping included in rent; Laundry: none; Off Street Parking; Sewage included in rent; Water included in rent,52, 323-730-2925, https://hotpads.com/1565-e-43rd-st-los-angeles-ca-90011-tz09rs/pad
